Project.Name,Sale_Year,Postal.Code,Property.Type,Average_Price,Median_Price
TERRA VILLAS,2017,418643,Terrace House,2980000,2980000
TERRA VILLAS,2017,418679,Terrace House,2688000,2688000
TERRA VILLAS,2017,418680,Terrace House,2700000,2700000
TERRASSE,2017,544774,Condominium,1042000,945000
TERRASSE,2017,544775,Condominium,1380000,1380000
TERRASSE,2017,544776,Condominium,1060000,1060000
TERRASSE,2017,544777,Condominium,1148533.333,1280000
TERRASSE,2017,544778,Condominium,1419500,1570000
TERRASSE,2017,544779,Condominium,680000,680000
TERRASSE,2017,544780,Condominium,1049000,1049000
TERRASSE,2017,544781,Condominium,1384000,1384000
TERRENE AT BUKIT TIMAH,2017,598674,Condominium,1625000,1625000
TERRENE AT BUKIT TIMAH,2017,598676,Condominium,1553333.333,1520000
TERRENE AT BUKIT TIMAH,2017,598678,Condominium,3050000,3050000
TERRENE AT BUKIT TIMAH,2017,598680,Condominium,1748000,1748000
TERRENE AT BUKIT TIMAH,2017,598681,Condominium,1242500,1242500
TEXTILE CENTRE,2017,199018,Apartment,730000,730000
THE ABERDEEN,2017,329023,Condominium,1408308.444,1388000
THE ABODE AT DEVONSHIRE,2017,239895,Apartment,2.00E+06,2.00E+06
THE ACACIAS,2017,358246,Apartment,2010000,2010000
THE ACACIAS,2017,358247,Apartment,770000,770000
THE ACACIAS,2017,358249,Apartment,1152500,1152500
THE ADARA,2017,429515,Apartment,1068000,1068000
THE ALCOVE,2017,388199,Apartment,1032357.143,1025000
THE ALPS RESIDENCES,2017,528533,Condominium,718476.1905,725000
THE ALPS RESIDENCES,2017,528534,Condominium,821060,796320
THE ALPS RESIDENCES,2017,528535,Condominium,1063562.759,1127000
THE ALPS RESIDENCES,2017,528536,Condominium,857804.4444,755000
THE ALPS RESIDENCES,2017,528537,Condominium,936992.9032,996000
THE ALPS RESIDENCES,2017,528538,Condominium,802173.3333,727000
THE ALPS RESIDENCES,2017,528575,Condominium,891728.4444,722500
THE ALPS RESIDENCES,2017,528576,Condominium,1061987.081,1012000
THE ALPS RESIDENCES,2017,528577,Condominium,962012.4848,981590
THE AMARELLE,2017,438128,Apartment,1001250,980000
THE AMARELLE,2017,438129,Apartment,772500,772500
THE AMBRA,2017,426117,Apartment,1200000,1200000
THE AMBROSIA,2017,425261,Apartment,1813600,1568000
THE AMBROSIA,2017,425262,Apartment,1340000,1340000
THE AMERY,2017,425612,Condominium,2225000,2225000
THE AMERY,2017,425781,Condominium,1670000,1670000
THE AMORE,2017,828692,Executive Condominium,937000,937000
THE AMSTON,2017,669609,Apartment,1590000,1590000
THE ANCHORAGE,2017,159953,Condominium,1418962.667,1538000
THE ANCHORAGE,2017,159954,Condominium,1938888,1938888
THE ANCHORAGE,2017,159956,Condominium,2018000,2018000
THE ANCHORAGE,2017,159957,Condominium,1690833.333,1662500
THE ANCHORAGE,2017,159958,Condominium,1807400,1975000
THE ANCHORAGE,2017,159959,Condominium,1713333.333,1800000
THE ANCHORAGE,2017,159960,Condominium,1961444.444,2150000
THE ANCHORAGE,2017,159961,Condominium,1766666.667,1550000
THE ARC AT DRAYCOTT,2017,259420,Apartment,2795714.286,2860000
THE ARCADIA,2017,289843,Condominium,3280000,3300000
THE ARCADIA,2017,289844,Condominium,3380000,3380000
THE ARECA,2017,539739,Terrace House,1450000,1450000
THE ARIEL,2017,426536,Apartment,1179000,1179000
THE ARISTO @ AMBER,2017,439871,Apartment,1400000,1400000
THE ARIZON,2017,389493,Apartment,809000,809000
THE ARMADALE,2017,309104,Apartment,1040000,1040000
THE ARRIS,2017,88271,Apartment,1575000,1675000
THE ARTE,2017,329215,Condominium,1966800,2079000
THE ARTE,2017,329216,Condominium,1992000,1915000
THE ASANA,2017,266744,Apartment,1614181.267,1680513
THE ASANA,2017,266745,Apartment,1667371.923,1645080
THE ASTERIA,2017,424796,Apartment,27100000,27100000
THE ASTON,2017,248973,Apartment,1204547.5,1023190
THE ATRIA AT MEYER,2017,437885,Condominium,1869666.667,1930000
THE AXIS,2017,308227,Apartment,1279500,1220000
THE AZURE,2017,98584,Condominium,4055000,4050000
THE AZZURO,2017,426140,Apartment,1410000,1600000
THE BALMORAL,2017,259846,Condominium,10600000,10600000
THE BAYCOURT,2017,466507,Condominium,1548666.667,1658000
THE BAYSHORE,2017,469970,Condominium,983923.0769,950000
THE BAYSHORE,2017,469971,Condominium,855333.3333,850000
THE BAYSHORE,2017,469972,Condominium,967860.8333,910000
THE BAYSHORE,2017,469973,Condominium,837500,837500
THE BAYSHORE,2017,469974,Condominium,999181.8182,1010000
THE BAYSHORE,2017,469975,Condominium,854000,854000
THE BAYSHORE,2017,469976,Condominium,1029600,1070000
THE BEACON,2017,89775,Apartment,1506250,1475000
THE BEACON EDGE,2017,423728,Apartment,1295000,1305000
THE BEAUMONT,2017,239893,Condominium,2035000,2035000
THE BEAUMONT,2017,239894,Condominium,3190000,3190000
THE BELLEFORTE,2017,329974,Apartment,1356600,1393000
THE BELVEDERE,2017,437874,Condominium,2045500,2101500
THE BELVEDERE,2017,437876,Condominium,2122000,1835000
THE BENCOOLEN,2017,189647,Apartment,1268000,1268000
THE BENTLY RESIDENCES@KOVAN,2017,548086,Apartment,1700600,1580000
THE BERTH BY THE COVE,2017,98619,Condominium,1700000,1700000
THE BERTH BY THE COVE,2017,98621,Condominium,2250000,2250000
THE BERTH BY THE COVE,2017,98624,Condominium,1825000,1825000
THE BERTH BY THE COVE,2017,98625,Condominium,2171250,2171250
THE BERTH BY THE COVE,2017,98628,Condominium,2325000,2325000
THE BERTH BY THE COVE,2017,98629,Condominium,2438888,2438888
THE BERTH BY THE COVE,2017,98630,Condominium,2200000,2200000
THE BEVERLY,2017,596720,Apartment,1876654.222,1866000
THE BEVERLY,2017,596722,Apartment,2325212,2329444
THE BLOSSOMVALE,2017,589473,Condominium,1727000,1790000
THE BOTANIC ON LLOYD,2017,239106,Condominium,3180000,3180000
THE BOULEVARD RESIDENCE,2017,249691,Apartment,4666666.667,4600000
THE BOUTIQ,2017,239565,Apartment,1290000,1290000
THE BROOKS I & II,2017,786015,Apartment,999089.8571,916681
THE BROOKS I & II,2017,786020,Apartment,1019479.667,949696
THE BROWNSTONE,2017,767999,Executive Condominium,763536.8421,782400
THE BROWNSTONE,2017,768000,Executive Condominium,725600,725600
THE BROWNSTONE,2017,768001,Executive Condominium,757963.6364,743200
THE BROWNSTONE,2017,768079,Executive Condominium,776340,750400
THE BROWNSTONE,2017,768080,Executive Condominium,741028.5714,746400
THE BROWNSTONE,2017,768081,Executive Condominium,744800,736000
THE BROWNSTONE,2017,768082,Executive Condominium,761976.9231,770400
THE BROWNSTONE,2017,768083,Executive Condominium,787800,792000
THE CALLISTA,2017,328702,Apartment,1054333.333,1085000
THE CALROSE,2017,787066,Condominium,1270000,1270000
THE CALROSE,2017,787067,Condominium,1498250,1477500
THE CALROSE,2017,787083,Condominium,1315000,1315000
THE CALROSE,2017,787084,Condominium,1388857.143,1400000
THE CALROSE,2017,787085,Condominium,1710000,1710000
THE CALROSE,2017,787086,Condominium,2894000,2894000
THE CAPE,2017,439872,Apartment,1430000,1430000
THE CARPMAELINA,2017,429974,Condominium,1321666.667,1220000
THE CASCADIA,2017,589624,Condominium,1256000,1388000
THE CASCADIA,2017,589639,Condominium,1730000,1730000
THE CASCADIA,2017,589641,Condominium,1793333.333,1780000
THE CASCADIA,2017,589642,Condominium,2039000,2039000
THE CASCADIA,2017,589644,Condominium,1290000,1290000
THE CASCADIA,2017,589645,Condominium,1890000,2080000
THE CASCADIA,2017,589658,Condominium,1667142.857,1750000
THE CASCADIA,2017,589659,Condominium,2350000,2350000
THE CASCADIA,2017,589660,Condominium,1547000,1539000
THE CENTREN,2017,388153,Apartment,1159442.857,1150000
THE CENTRIO,2017,329552,Apartment,1755000,1755000
THE CENTRIS,2017,648332,Apartment,1090000,1090000
THE CENTRIS,2017,648333,Apartment,1330000,1330000
THE CENTRIS,2017,648334,Apartment,1360000,1360000
THE CENTRIS,2017,648335,Apartment,1347500,1340000
THE CENTRIS,2017,648336,Apartment,1280000,1280000
THE CENTRIS,2017,648337,Apartment,1176666.667,1215000
THE CENTRIS,2017,648338,Apartment,1325000,1325000
THE CENTRIS,2017,648339,Apartment,1520000,1520000
THE CENTRIS,2017,648340,Apartment,1416666.667,1400000
THE CENTRIS,2017,648341,Apartment,1150000,1050000
THE CENTRIS,2017,648342,Apartment,1193333.333,1120000
THE CENTRIS,2017,648343,Apartment,1286666.667,1200000
THE CHAMPAGNE,2017,419833,Apartment,1115000,1115000
THE CHANCERY RESIDENCE,2017,309555,Terrace House,2500000,2500000
THE CHERRYWOOD,2017,425553,Apartment,827944,827944
THE CHUAN,2017,556820,Condominium,2100000,1880000
THE CITRINE,2017,329415,Apartment,1395000,1360000
THE CITRON RESIDENCES,2017,208380,Apartment,1020000,1020000
THE CLAYMORE,2017,229543,Condominium,8779428.571,8228000
THE CLEARWATER,2017,479232,Condominium,1040000,1040000
THE CLEARWATER,2017,479233,Condominium,755000,755000
THE CLEARWATER,2017,479234,Condominium,1093000,1030000
THE CLEARWATER,2017,479235,Condominium,1100173.333,1200000
THE CLEARWATER,2017,479237,Condominium,1080000,1080000
THE CLEMENT CANOPY,2017,129960,Apartment,1309048.077,1338500
THE CLEMENT CANOPY,2017,129961,Apartment,1268851.852,1140000
THE CLEMENTVALE,2017,126855,Terrace House,1868000,1868000
THE CLEMENTVALE,2017,126871,Terrace House,1880000,1880000
THE CLIFT,2017,69047,Apartment,1061176.412,980000
THE COAST AT SENTOSA COVE,2017,98449,Condominium,3800000,3800000
THE COAST AT SENTOSA COVE,2017,98450,Condominium,3518000,3220000
THE COAST AT SENTOSA COVE,2017,98451,Condominium,3825000,3735000
THE CORNWALL,2017,269632,Condominium,1780000,1780000
THE CORNWALL,2017,269678,Condominium,1737000,1315000
THE COSMOPOLITAN,2017,239471,Condominium,2712250,2655000
THE COSMOPOLITAN,2017,239496,Condominium,2712068.182,2550000
THE COTZ,2017,423824,Apartment,550000,550000
THE COUNTRYSIDE,2017,786891,Semi-Detached House,3500000,3500000
THE COUNTRYSIDE,2017,786893,Semi-Detached House,3380000,3380000
THE COUNTRYSIDE,2017,789696,Terrace House,3400000,3400000
THE COUNTRYSIDE,2017,789778,Terrace House,2630000,2630000
THE COUNTRYSIDE,2017,789831,Terrace House,2100000,2100000
THE COUNTRYSIDE,2017,789840,Terrace House,2308800,2308800
THE COUNTRYSIDE,2017,789862,Detached House,5.00E+06,5.00E+06
THE CREEK @ BUKIT,2017,596155,Condominium,2232852.727,2429800
THE CREEK @ BUKIT,2017,596156,Condominium,1913570.278,1612400
THE CREEK @ BUKIT,2017,596196,Condominium,1298333.438,1248255
THE CREEK @ BUKIT,2017,596197,Condominium,1308087,1388000
THE CREEK @ BUKIT,2017,596198,Condominium,1185545.826,1222000
THE CREEK @ BUKIT,2017,596199,Condominium,2113499.857,2159000
THE CREEK @ BUKIT,2017,596683,Condominium,1689304.6,1349420
THE CREEK @ BUKIT,2017,596684,Condominium,2240979.6,1910000
THE CREST,2017,159017,Condominium,2109798.824,1957500
THE CREST,2017,159019,Condominium,2222498.152,2356000
THE CREST,2017,159023,Condominium,2300705,2151075
THE CRISTALLO,2017,425687,Apartment,1060000,980000
THE CRITERION,2017,767969,Executive Condominium,741470.9677,708800
THE CRITERION,2017,767970,Executive Condominium,848350,831400
THE CRITERION,2017,767971,Executive Condominium,879974.0741,920000
THE CRITERION,2017,767972,Executive Condominium,877456.5217,902400
THE CRITERION,2017,767973,Executive Condominium,818041.1765,846400
THE CRITERION,2017,767974,Executive Condominium,701280,705600
THE CRITERION,2017,767975,Executive Condominium,773874.2857,770400
THE CRITERION,2017,767996,Executive Condominium,819744.1176,788700
THE CRITERION,2017,767997,Executive Condominium,913415.7895,864400
THE CRITERION,2017,767998,Executive Condominium,740992.1053,722400
THE DAFFODIL,2017,466584,Apartment,837400,780000
THE DAIRY FARM,2017,679035,Condominium,1350000,1350000
THE DAIRY FARM,2017,679036,Condominium,1430000,1430000
THE DAIRY FARM,2017,679038,Condominium,1240000,1240000
THE DAIRY FARM,2017,679044,Condominium,2130000,2130000
THE DAIRY FARM,2017,679050,Condominium,2108333.333,2100000
THE DEW,2017,659636,Executive Condominium,1005500,999000
THE DEW,2017,659637,Executive Condominium,1008333.333,970000
THE DIAMOND,2017,388761,Apartment,908000,908000
THE DOMAIN,2017,459108,Apartment,1388000,1388000
THE DRAYCOTT,2017,259396,Apartment,4306666.667,4300000
THE EASTSIDE,2017,427694,Apartment,1850000,1850000
THE EBONY,2017,417216,Apartment,864750,864750
THE EDEN AT TAMPINES,2017,529232,Executive Condominium,874000,874000
THE EDEN AT TAMPINES,2017,529233,Executive Condominium,872500,845000
THE EDEN AT TAMPINES,2017,529234,Executive Condominium,945000,945000
THE EDEN AT TAMPINES,2017,529235,Executive Condominium,938500,938500
THE EDEN AT TAMPINES,2017,529236,Executive Condominium,998000,998000
THE EDEN AT TAMPINES,2017,529237,Executive Condominium,1015666.667,957000
THE EDEN AT TAMPINES,2017,529239,Executive Condominium,1120000,1030000
THE EDGE ON CAIRNHILL,2017,229717,Condominium,4629333.333,4108000
THE EDGEWATER,2017,509504,Condominium,818000,818000
THE ELEMENT @ STEVENS,2017,257873,Apartment,1875000,1875000
THE EQUATORIAL,2017,257872,Condominium,2832209.143,2550000
THE ESPARIS,2017,519459,Executive Condominium,899000,9.00E+05
THE ESPARIS,2017,519460,Executive Condominium,860000,860000
THE ESPARIS,2017,519462,Executive Condominium,871000,875000
THE ESPARIS,2017,519463,Executive Condominium,888000,888000
THE ESPARIS,2017,519464,Executive Condominium,859617.6,838000
THE ESPIRA,2017,425563,Apartment,1360250,1355500
THE ESTA,2017,439966,Condominium,2191500,2199000
THE ESTA,2017,439967,Condominium,2459203.2,2148888
THE ESTA,2017,439968,Condominium,2085714.286,1980000
THE ESTA,2017,439969,Condominium,1680000,1680000
THE ESTA,2017,439970,Condominium,1760000,1760000
THE ESTIVA,2017,117482,Apartment,1110000,1110000
THE ESTUARY,2017,769133,Condominium,665500,635000
THE ESTUARY,2017,769134,Condominium,970000,957500
THE ESTUARY,2017,769135,Condominium,867000,840000
THE ESTUARY,2017,769136,Condominium,921666.6667,930000
THE ESTUARY,2017,769137,Condominium,977500,977500
THE ESTUARY,2017,769138,Condominium,1012777.6,1050000
THE ESTUARY,2017,769139,Condominium,1060000,1060000
THE FERNHILL,2017,259049,Apartment,2580000,2580000
THE FLORAVALE,2017,648351,Executive Condominium,890000,890000
THE FLORAVALE,2017,648352,Executive Condominium,760000,760000
THE FLORAVALE,2017,648353,Executive Condominium,828282,828282
THE FLORAVALE,2017,648355,Executive Condominium,822000,822000
THE FLORAVALE,2017,648356,Executive Condominium,865000,855000
THE FLORAVALE,2017,648357,Executive Condominium,852500,852500
THE FLORAVALE,2017,648358,Executive Condominium,766666.6667,750000
THE FLORAVALE,2017,648359,Executive Condominium,8.00E+05,8.00E+05
THE FLORAVALE,2017,648361,Executive Condominium,942500,942500
THE FLORAVALE,2017,648362,Executive Condominium,875000,875000
THE FLORAVALE,2017,648363,Executive Condominium,796250,802500
THE FLORAVALE,2017,648364,Executive Condominium,808333.3333,805000
THE FLORAVALE,2017,648366,Executive Condominium,954000,954000
THE FLORAVALE,2017,648367,Executive Condominium,832500,832500
THE FLORENTINE,2017,549555,Apartment,1071000,935000
THE FLORENTINE,2017,549561,Apartment,1175000,1175000
THE FLORIDA,2017,534260,Executive Condominium,881500,888000
THE FLORIDA,2017,538804,Executive Condominium,1073148,1085000
THE FLORIDA,2017,538805,Executive Condominium,1068841.143,921888
THE FLORIDA,2017,538807,Executive Condominium,886500,883000
THE FOLIAGE,2017,118709,Condominium,1175000,1175000
THE FORD @ HOLLAND,2017,268685,Condominium,1213666.667,990000
THE FORD @ HOLLAND,2017,268730,Terrace House,4100000,4100000
THE FORESTA @ MOUNT FABER,2017,98748,Condominium,1119629.333,1200000
THE FORESTA @ MOUNT FABER,2017,98749,Condominium,1400000,1400000
THE FORESTA @ MOUNT FABER,2017,98752,Condominium,1714000,1714000
THE GALE,2017,506912,Condominium,1595000,1595000
THE GALE,2017,506914,Condominium,1008333.333,910000
THE GALE,2017,506915,Condominium,1300000,1300000
THE GALE,2017,506917,Condominium,1500000,1500000
THE GALE,2017,506918,Condominium,875000,875000
THE GALE,2017,509746,Condominium,1180000,1360000
THE GARDENS AT BISHAN,2017,575574,Condominium,1127362.667,1202088
THE GARDENS AT BISHAN,2017,575575,Condominium,1378333.333,1200000
THE GARDENS AT BISHAN,2017,575577,Condominium,1144625.714,1160000
THE GARDENS AT BISHAN,2017,575578,Condominium,1212166.667,1265000
THE GARDENS AT GERALD,2017,797680,Terrace House,1903000,1903000
THE GARDENS AT GERALD,2017,797689,Terrace House,1800000,1800000
THE GERANIUM,2017,424968,Condominium,1200000,1200000
THE GERANIUM,2017,424980,Condominium,1022500,1022500
THE GLACIER,2017,427941,Apartment,1421400,1421400
THE GLADES,2017,465407,Condominium,1525347.5,1440100
THE GLADES,2017,465409,Condominium,1793999.048,1757360
THE GLADES,2017,465410,Condominium,1077644.444,788000
THE GLADES,2017,465411,Condominium,868914.2857,928800
THE GLADES,2017,469597,Condominium,1815100,1436200
THE GLADES,2017,469598,Condominium,2339840,2339840
THE GLADES,2017,469600,Condominium,1720555.556,1870000
THE GLADES,2017,469601,Condominium,822929.7727,792500
THE GLYNDEBOURNE,2017,297722,Condominium,3745000,4.00E+06
THE GRANDHILL,2017,118860,Condominium,1725000,1725000
THE GRANGE,2017,249631,Condominium,4966875,5227500
THE GREENWICH,2017,807012,Condominium,1160000,1160000
THE GREENWICH,2017,807014,Condominium,620000,620000
THE GREENWICH,2017,807015,Condominium,607500,6.00E+05
THE GREENWICH,2017,807016,Condominium,868000,868000
THE GREENWICH,2017,807018,Condominium,868000,868000
THE GREENWOOD,2017,286853,Terrace House,3800000,3800000
THE GREENWOOD,2017,286857,Terrace House,3800000,3800000
THE GREENWOOD,2017,286864,Terrace House,4350000,4350000
THE GREENWOOD,2017,286910,Terrace House,2780000,2780000
THE GREENWOOD,2017,286921,Terrace House,3900000,3900000
THE GREENWOOD,2017,286942,Terrace House,3800000,3800000
THE GREENWOOD,2017,287080,Terrace House,4728000,4728000
THE HACIENDA,2017,457909,Condominium,1340000,1340000
THE HACIENDA,2017,457910,Condominium,2375000,2375000
THE HACIENDA,2017,457912,Condominium,2125000,2125000
THE HELICONIA,2017,419572,Condominium,1373400,1220000
THE HERMITAGE,2017,258117,Apartment,1410000,1410000
THE HILLFORD,2017,596150,Apartment,490000,490000
THE HILLFORD,2017,596182,Apartment,599000,599000
THE HILLFORD,2017,596184,Apartment,495000,495000
THE HILLIER,2017,667978,Apartment,721000,730000
THE HILLIER,2017,667980,Apartment,818577.8824,788000
THE HILLOFT,2017,669106,Semi-Detached House,2480000,2480000
THE HILLSIDE,2017,588195,Condominium,1242000,1331500
THE HILLSIDE,2017,588196,Condominium,1517000,1510000
THE HILLSIDE,2017,588197,Condominium,1328000,1360000
THE HORIZON,2017,249441,Condominium,2402666.667,2428000
THE IMPERIAL,2017,239617,Condominium,3087629.333,1912888
THE IMPERIAL,2017,239618,Condominium,3640000,3640000
THE IMPERIAL,2017,239620,Condominium,1730000,1730000
THE INFINITI,2017,127713,Condominium,1018000,1018000
THE INFINITI,2017,127714,Condominium,1238000,1238000
THE INFINITI,2017,127715,Condominium,1263000,1215000
THE INFINITI,2017,127716,Condominium,1418888,1418888
THE INFINITI,2017,127717,Condominium,2320000,2320000
THE INFINITI,2017,127718,Condominium,1245000,1245000
THE INFLORA,2017,506847,Condominium,518000,518000
THE INFLORA,2017,506849,Condominium,762000,718000
THE INFLORA,2017,506862,Condominium,508000,508000
THE INFLORA,2017,506864,Condominium,1200000,1200000
THE INFLORA,2017,506865,Condominium,535000,535000
THE INGLEWOOD,2017,575087,Terrace House,2550000,2550000
THE INSPIRA,2017,239949,Condominium,2288400,2088800
THE INTERLACE,2017,109684,Condominium,2470000,2470000
THE INTERLACE,2017,109685,Condominium,3032000,3032000
THE INTERLACE,2017,109686,Condominium,1115000,1115000
THE INTERLACE,2017,109687,Condominium,3203500,3203500
THE INTERLACE,2017,109688,Condominium,3085000,3135000
THE INTERLACE,2017,109689,Condominium,2010000,2.00E+06
THE INTERLACE,2017,109690,Condominium,1980000,1980000
THE INTERLACE,2017,109691,Condominium,1959750,1800000
THE INTERLACE,2017,109692,Condominium,2606000,2611000
THE INTERLACE,2017,109693,Condominium,1200000,1200000
THE INTERLACE,2017,109695,Condominium,1970000,1970000
THE INTERLACE,2017,109696,Condominium,2596620,2746000
THE INTERLACE,2017,109697,Condominium,2212500,2015000
THE INTERLACE,2017,109698,Condominium,2389000,2389000
THE INTERLACE,2017,109699,Condominium,2885000,2885000
THE INTERLACE,2017,109700,Condominium,1350000,1350000
THE INTERLACE,2017,109702,Condominium,4600000,4600000
THE INTERLACE,2017,109703,Condominium,3004000,2850000
THE INTERLACE,2017,109705,Condominium,2836666.667,2200000
THE INTERLACE,2017,109707,Condominium,2900000,2900000
THE INTERWEAVE,2017,328805,Apartment,659876.3333,580000
THE JADE,2017,658074,Condominium,1350000,1350000
THE LADYHILL,2017,258670,Condominium,5100000,5100000
THE LAKEFRONT RESIDENCES,2017,648305,Condominium,991142.8571,955000
THE LAKEFRONT RESIDENCES,2017,648322,Condominium,1371428.571,1290000
THE LAKEFRONT RESIDENCES,2017,648324,Condominium,1392500,1385000
THE LAKESHORE,2017,649411,Condominium,1131977.778,1120000
THE LAKESHORE,2017,649412,Condominium,1169466.667,1200000
THE LAKESHORE,2017,649413,Condominium,1073914.462,1120000
THE LANAI,2017,669600,Condominium,1425000,1425000
THE LANAI,2017,669629,Condominium,1440000,1440000
THE LATTIZ,2017,416751,Apartment,1593629.333,1338888
THE LAURELS,2017,229658,Condominium,2595000,2730000
THE LAURELS,2017,229660,Condominium,1930000,1930000
THE LEGACY,2017,259750,Apartment,1420000,1420000
THE LEGEND,2017,259725,Condominium,1931875,1882500
THE LENOX,2017,415899,Apartment,768000,768000
THE LENOX,2017,419845,Apartment,590000,590000
THE LEVELZ,2017,268836,Condominium,1520000,1560000
THE LIGHT @ CAIRNHILL,2017,229768,Condominium,3142666.667,3220000
THE LINC,2017,308346,Apartment,2080000,2080000
THE LINCOLN MODERN,2017,308353,Apartment,1782666.667,1740000
THE LINCOLN RESIDENCES,2017,307762,Condominium,2682000,2670000
THE LINE @ TANJONG RHU,2017,436883,Condominium,1403703.6,1211000
THE LINEAR,2017,678181,Apartment,1170000,1170000
THE LINEAR,2017,678182,Apartment,1300000,1300000
THE LINEAR,2017,678183,Apartment,1285000,1285000
THE LINEAR,2017,678186,Apartment,1230000,1230000
THE LINEAR,2017,678189,Apartment,1028750,1030000
THE LINEAR,2017,678210,Apartment,858000,858000
THE LOFT,2017,258468,Condominium,2450000,2830000
THE LUCENT,2017,425253,Apartment,1590000,1632500
THE LUSH,2017,429266,Apartment,1100000,1100000
THE LUXURIE,2017,544749,Condominium,895308.4444,945000
THE LUXURIE,2017,544751,Condominium,863000,863000
THE LUXURIE,2017,544752,Condominium,838000,838000
THE LUXURIE,2017,544753,Condominium,1232000,1232000
THE LUXURIE,2017,544754,Condominium,1218250,1205000
THE LUXURIE,2017,544755,Condominium,873500,880000
THE LUXURIE,2017,544757,Condominium,908000,852500
THE LUXURIE,2017,544758,Condominium,1200000,1200000
THE LUXURIE,2017,544759,Condominium,1200000,1200000
THE MADEIRA,2017,659442,Condominium,928962.6667,920000
THE MADEIRA,2017,659443,Condominium,1107500,1107500
THE MADEIRA,2017,659445,Condominium,932500,932500
THE MAKENA,2017,437932,Condominium,1932572.222,1950000
THE MAKENA,2017,437934,Condominium,2096181.818,2080000
THE MAKENA,2017,437936,Condominium,2131844.444,2208600
THE MARBELLA,2017,276952,Condominium,2440000,2440000
THE MARBELLA,2017,276954,Condominium,2556666.667,2570000
THE MARQ ON PATERSON HILL,2017,238567,Condominium,21800000,21800000
THE MARQ ON PATERSON HILL,2017,238568,Condominium,10280000,10280000
THE MARQUE @ IRRAWADDY,2017,328108,Apartment,1246250,1187500
THE MAYFAIR,2017,609477,Condominium,1009000,1010000
THE MAYFAIR,2017,609478,Condominium,1080000,1052500
THE MAYFAIR,2017,609479,Condominium,948000,995000
THE MAYFAIR,2017,609480,Condominium,957500,955000
THE MAYLEA,2017,117489,Condominium,780000,780000
THE MAYLEA,2017,117490,Condominium,1450000,1450000
THE MAYLEA,2017,117492,Condominium,1250000,1250000
THE MAYLEA,2017,117494,Condominium,777777,777777
THE MEDLEY,2017,426248,Apartment,1240000,1240000
THE MEDLEY,2017,426258,Apartment,1325000,1325000
THE MERASAGA,2017,278102,Condominium,1852666.667,2.00E+06
THE MERASAGA,2017,278106,Condominium,1876666.667,2100000
THE MERCURY,2017,248201,Apartment,1089333.333,1088000
THE MERLOT,2017,219261,Apartment,923333.3333,750000
THE METROPOLITAN CONDOMINIUM,2017,158746,Condominium,1503785.714,1375000
THE METROPOLITAN CONDOMINIUM,2017,158747,Condominium,2026181.818,1890000
THE METZ,2017,239864,Condominium,1659285.714,1390000
THE MEYERISE,2017,437918,Condominium,2566297.806,2700000
THE MEYERISE,2017,437986,Condominium,2301307.65,2345000
THE MEZZO,2017,329682,Apartment,967300,1009000
THE MIDAS,2017,398359,Apartment,850000,850000
THE MILTONIA RESIDENCES,2017,768104,Condominium,584500,584500
THE MILTONIA RESIDENCES,2017,768109,Condominium,1092500,1092500
THE MILTONIA RESIDENCES,2017,768110,Condominium,1364000,1364000
THE MILTONIA RESIDENCES,2017,768112,Condominium,830000,830000
THE MILTONIA RESIDENCES,2017,768114,Condominium,830000,830000
THE MILTONIA RESIDENCES,2017,768115,Condominium,991500,991500
THE MILTONIA RESIDENCES,2017,768117,Condominium,687666.6667,590000
THE MILTONIA RESIDENCES,2017,768120,Condominium,790000,790000
THE MINT RESIDENCES,2017,427324,Apartment,1518000,1518000
THE MINT RESIDENCES,2017,427326,Apartment,995000,995000
THE MINTON,2017,534070,Condominium,966962.6667,948000
THE MINTON,2017,534071,Condominium,1273333.333,1270000
THE MINTON,2017,534073,Condominium,1376666.667,1380000
THE MINTON,2017,534074,Condominium,1140622.2,1150000
THE MINTON,2017,534075,Condominium,1047600,1030000
THE MINTON,2017,534076,Condominium,875000,950000
THE MINTON,2017,534077,Condominium,943333.3333,940000
THE MINTON,2017,534078,Condominium,1750000,1750000
THE MINTON,2017,534079,Condominium,1592500,1580000
THE MINTON,2017,534080,Condominium,1703750,1507500
THE MINTON,2017,534081,Condominium,959500,955000
THE MINTON,2017,534082,Condominium,1660000,1660000
THE MINTON,2017,534083,Condominium,1433000,1433000
THE MINTON,2017,538751,Condominium,930000,930000
THE MINTON,2017,538752,Condominium,920000,920000
THE MINTON,2017,538755,Condominium,1370000,1370000
THE MINTON,2017,538756,Condominium,1440000,1440000
THE MKZ,2017,228714,Apartment,1200000,1200000
THE MONDRIAN,2017,587855,Semi-Detached House,3700000,3700000
THE MONTAGE,2017,425342,Apartment,1075000,1075000
THE MONTANA,2017,249188,Apartment,1377500,1390000
THE MORNING DEW,2017,799261,Terrace House,2030000,2030000
THE MORNING GLORY,2017,545782,Apartment,855000,855000
THE MORNINGSIDE,2017,239639,Apartment,3105000,3105000
THE MORRIS RESIDENCES,2017,533904,Terrace House,2750000,2750000
THE MORRIS RESIDENCES,2017,533905,Terrace House,2650000,2650000
THE MORRIS RESIDENCES,2017,533906,Terrace House,2820000,2820000
THE MORRIS RESIDENCES,2017,533907,Terrace House,2750000,2750000
THE MORRIS RESIDENCES,2017,533909,Terrace House,2968000,2968000
THE NASSIM,2017,258485,Condominium,13204286.25,10600000
